Protein,Protein Description,Protein Gene,Actis_MixA_01 Sum Normalized Area,Actis_MixA_02 Sum Normalized Area,Actis_MixA_03 Sum Normalized Area,Actis_MixB_01 Sum Normalized Area,Actis_MixB_02 Sum Normalized Area,Actis_MixB_03 Sum Normalized Area,Actis_MixC_01 Sum Normalized Area,Actis_MixC_02 Sum Normalized Area,Actis_MixC_03 Sum Normalized Area,Actis_MixD_01 Sum Normalized Area,Actis_MixD_02 Sum Normalized Area,Actis_MixD_03 Sum Normalized Area,Actis_MixE_01 Sum Normalized Area,Actis_MixE_02 Sum Normalized Area,Actis_MixE_03 Sum Normalized Area,Actis_MixF_01 Sum Normalized Area,Actis_MixF_02 Sum Normalized Area,Actis_MixF_03 Sum Normalized Area,Actis_MixG_01 Sum Normalized Area,Actis_MixG_02 Sum Normalized Area,Actis_MixG_03 Sum Normalized Area,Actis_MixH_01 Sum Normalized Area,Actis_MixH_02 Sum Normalized Area,Actis_MixH_03 Sum Normalized Area,Actis_MixI_01 Sum Normalized Area,Actis_MixI_02 Sum Normalized Area,Actis_MixI_03 Sum Normalized Area,Actis_MixJ_01 Sum Normalized Area,Actis_MixJ_02 Sum Normalized Area,Actis_MixJ_03 Sum Normalized Area,Actis_MixK_01 Sum Normalized Area,Actis_MixK_02 Sum Normalized Area,Actis_MixK_03 Sum Normalized Area,Actis_MixL_01 Sum Normalized Area,Actis_MixL_02 Sum Normalized Area,Actis_MixL_03 Sum Normalized Area,Actis_MixM_01 Sum Normalized Area,Actis_MixM_02 Sum Normalized Area,Actis_MixM_03 Sum Normalized Area,Actis_MixN_01 Sum Normalized Area,Actis_MixN_02 Sum Normalized Area,Actis_MixN_03 Sum Normalized Area
sp|Q15811|ITSN1_HUMAN,Intersectin-1 OS=Homo sapiens OX=9606 GN=ITSN1 PE=1 SV=3,ITSN1,1.9163E+4,1.2500E+4,1.9313E+4,1.4208E+4,1.0556E+4,7.1570E+3,1.2905E+4,1.3868E+4,6.5357E+3,4.3324E+3,#N/A,#N/A,2.4979E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q86X52|CHSS1_HUMAN,Chondroitin sulfate synthase 1 OS=Homo sapiens OX=9606 GN=CHSY1 PE=1 SV=3,CHSY1,2.0051E+4,1.4432E+4,1.4971E+4,2.3908E+4,1.5569E+3,1.2924E+3,2.3016E+3,#N/A,1.6286E+3,1.7396E+3,7.8699E+2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8IZ52|CHSS2_HUMAN,Chondroitin sulfate synthase 2 OS=Homo sapiens OX=9606 GN=CHPF PE=1 SV=2,CHPF,6.6055E+3,1.3134E+4,1.8169E+4,6.3123E+3,1.4637E+4,1.7026E+4,8.5738E+3,3.6761E+3,1.4988E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8WUX9|CHMP7_HUMAN,Charged multivesicular body protein 7 OS=Homo sapiens OX=9606 GN=CHMP7 PE=1 SV=1,CHMP7,1.6442E+4,1.5359E+4,1.0471E+4,1.2457E+4,1.1379E+4,9.6523E+3,1.2019E+4,1.8172E+3,3.1427E+3,6.7025E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9H254|SPTN4_HUMAN,"Spectrin beta chain, non-erythrocytic 4 OS=Homo sapiens OX=9606 GN=SPTBN4 PE=1 SV=2",SPTBN4,7.2705E+3,7.4743E+3,9.6258E+3,7.7368E+3,8.4446E+3,2.9876E+3,5.6664E+3,#N/A,3.6181E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9NWU2|GID8_HUMAN,Glucose-induced degradation protein 8 homolog OS=Homo sapiens OX=9606 GN=GID8 PE=1 SV=1,GID8,2.0861E+4,2.8342E+4,1.2562E+4,#N/A,1.1668E+4,#N/A,1.2408E+4,5.1535E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9UHP3|UBP25_HUMAN,Ubiquitin carboxyl-terminal hydrolase 25 OS=Homo sapiens OX=9606 GN=USP25 PE=1 SV=4,USP25,#N/A,#N/A,#N/A,2.2895E+4,#N/A,#N/A,2.1919E+4,#N/A,#N/A,7.9552E+3,#N/A,1.0022E+4,#N/A,1.0547E+4,7.5397E+3,1.2854E+4,1.0454E+4,#N/A,1.9370E+4,#N/A,#N/A,#N/A,1.3386E+4,1.3776E+4,1.7555E+4,#N/A,#N/A,#N/A,#N/A,1.2952E+4,1.4999E+4,#N/A,#N/A,1.5437E+4,#N/A,#N/A,#N/A,#N/A,1.1476E+4,#N/A,#N/A,#N/A
sp|O15013|ARHGA_HUMAN,Rho guanine nucleotide exchange factor 10 OS=Homo sapiens OX=9606 GN=ARHGEF10 PE=1 SV=4,ARHGEF10,4.6408E+4,3.3835E+4,4.9084E+4,1.6005E+4,1.5424E+4,1.0273E+4,3.1498E+4,2.0440E+4,#N/A,9.8352E+3,#N/A,3.6671E+3,1.0474E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O15270|SPTC2_HUMAN,Serine palmitoyltransferase 2 OS=Homo sapiens OX=9606 GN=SPTLC2 PE=1 SV=1,SPTLC2,1.4015E+5,1.2049E+5,9.5315E+4,8.0716E+4,7.4373E+4,7.1239E+4,7.9546E+4,4.9695E+4,5.0357E+4,3.4921E+4,3.0325E+4,#N/A,1.9585E+4,#N/A,2.5174E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O60499|STX10_HUMAN,Syntaxin-10 OS=Homo sapiens OX=9606 GN=STX10 PE=1 SV=1,STX10,1.9636E+4,2.8201E+4,2.5089E+4,1.3746E+4,3.7415E+3,9.3388E+3,1.3602E+4,1.6577E+4,8.9940E+3,#N/A,7.0588E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O75366|AVIL_HUMAN,Advillin OS=Homo sapiens OX=9606 GN=AVIL PE=1 SV=3,AVIL,3.2533E+3,#N/A,#N/A,3.6397E+4,3.0161E+4,6.9406E+3,4.2971E+4,4.0523E+4,2.3946E+4,5.2719E+4,5.4756E+4,4.1677E+4,8.2757E+4,6.1527E+4,5.1757E+4,7.6997E+4,5.2029E+4,4.7830E+4,7.3714E+4,6.1326E+4,4.9660E+4,6.9564E+4,6.6685E+4,6.1410E+4,8.0616E+4,6.0964E+4,5.5267E+4,5.7493E+4,6.0419E+4,6.0050E+4,7.2558E+4,5.8125E+4,6.2711E+4,#N/A,4.8440E+4,#N/A,8.2111E+4,#N/A,#N/A,7.7094E+4,#N/A,6.8231E+4
sp|P02538|K2C6A_HUMAN,"Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3",KRT6A,2.3419E+6,1.5487E+6,1.3723E+6,1.2363E+6,5.9386E+5,3.2952E+6,1.1538E+6,9.5857E+5,2.6048E+6,6.5519E+5,1.9853E+6,1.8699E+6,9.1171E+5,9.0116E+5,8.3769E+5,9.0633E+5,4.9781E+5,6.3947E+5,6.8309E+5,4.5969E+5,5.8622E+5,5.6375E+5,3.0874E+5,4.3947E+5,3.7265E+5,3.5089E+5,3.3670E+5,3.7235E+5,3.3620E+5,2.7891E+5,3.7741E+5,3.2863E+5,3.0173E+5,4.0993E+5,2.9163E+5,2.7434E+5,3.9921E+5,2.8011E+5,2.8240E+5,3.9780E+5,3.2254E+5,2.4190E+5
sp|P02545|LMNA_HUMAN,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,LMNA,6.0754E+5,3.9203E+5,4.5153E+5,4.5958E+5,2.8418E+5,2.9460E+5,2.5789E+5,1.8477E+5,1.8316E+5,9.1155E+4,1.6952E+5,8.0291E+4,1.0636E+4,1.4453E+4,1.1856E+4,#N/A,6.1121E+3,#N/A,8.3103E+3,4.6241E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P02788|TRFL_HUMAN,Lactotransferrin OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=6,LTF,3.9299E+5,3.4872E+5,3.1195E+5,3.6009E+5,2.8019E+5,2.2110E+5,2.3875E+5,2.6284E+5,1.4482E+5,1.0729E+5,9.6745E+4,9.8213E+4,6.7030E+3,1.4136E+4,8.4300E+3,6.6431E+3,#N/A,8.5467E+3,#N/A,#N/A,3.4084E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P08709|FA7_HUMAN,Coagulation factor VII OS=Homo sapiens OX=9606 GN=F7 PE=1 SV=1,F7,1.3565E+7,1.1220E+7,1.0399E+7,1.0243E+7,8.1294E+6,7.7796E+6,7.4206E+6,6.0176E+6,5.3452E+6,4.4258E+6,3.6788E+6,3.2811E+6,1.6652E+6,1.2195E+6,1.0921E+6,1.1093E+6,8.9755E+5,7.9792E+5,7.4475E+5,6.9982E+5,5.5906E+5,4.4489E+5,3.9436E+5,3.8585E+5,1.8695E+5,1.7000E+5,1.2345E+5,1.2172E+5,1.1213E+5,1.1471E+5,6.3577E+4,8.8732E+4,6.6947E+4,5.2437E+4,1.7158E+4,2.3041E+4,9.0998E+3,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P15121|ALDR_HUMAN,Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3,AKR1B1,6.6235E+5,5.6551E+5,5.2289E+5,4.8723E+5,4.1976E+5,3.8589E+5,3.3245E+5,3.1336E+5,2.6019E+5,1.5285E+5,1.1588E+5,1.2854E+5,1.7404E+4,2.0403E+4,1.1613E+4,1.6103E+4,2.1821E+4,1.3003E+4,1.0034E+4,#N/A,#N/A,7.0865E+3,#N/A,5.3847E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P22033|MUTA_HUMAN,"Methylmalonyl-CoA mutase, mitochondrial OS=Homo sapiens OX=9606 GN=MMUT PE=1 SV=4",MMUT,1.1463E+5,1.2201E+5,1.0727E+5,1.1802E+5,7.9731E+4,6.1500E+4,4.7204E+4,5.8840E+4,6.5424E+4,1.4483E+4,2.0766E+4,1.4157E+4,#N/A,#N/A,3.4155E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P32856|STX2_HUMAN,Syntaxin-2 OS=Homo sapiens OX=9606 GN=STX2 PE=1 SV=3,STX2,#N/A,1.3503E+3,#N/A,1.9152E+3,#N/A,1.2919E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P47756|CAPZB_HUMAN,F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=5,CAPZB,3.1775E+6,2.7818E+6,2.7072E+6,2.4717E+6,2.1243E+6,1.9846E+6,2.0266E+6,1.6225E+6,1.4603E+6,1.0974E+6,9.6055E+5,8.8479E+5,3.7635E+5,3.0847E+5,2.8409E+5,2.9969E+5,2.0924E+5,2.1914E+5,1.8898E+5,1.6379E+5,1.6076E+5,9.7515E+4,1.0197E+5,1.0183E+5,5.2512E+4,3.7676E+4,3.7046E+4,3.4930E+4,3.6610E+4,9.0826E+3,1.2570E+4,7.6180E+3,2.3920E+4,1.9578E+4,#N/A,1.5912E+4,1.7608E+4,1.5058E+4,#N/A,#N/A,#N/A,#N/A
sp|P61952|GBG11_HUMAN / sp|P63211|GBG1_HUMAN / sp|O14610|GBGT2_HUMAN,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11 OS=Homo sapiens OX=9606 GN=GNG11 PE=1 SV=1
Guanine nucleotide-binding protein G(T) subunit gamma-T1 OS=Homo sapiens OX=9606 GN=GNGT1 PE=1 SV=2
Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2 OS=Homo sapiens OX=9606 GN=GNGT2 PE=1 SV=1",GNG11 / GNGT1 / GNGT2,2.2705E+5,1.3427E+5,1.4499E+5,1.8669E+5,9.6493E+4,1.1175E+5,1.3164E+5,7.9157E+4,5.3040E+4,7.5788E+4,5.2000E+4,5.4101E+4,2.1501E+4,#N/A,#N/A,8.6814E+3,#N/A,#N/A,#N/A,#N/A,#N/A,3.5483E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q00688|FKBP3_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,FKBP3,2.4041E+5,2.0190E+5,1.8947E+5,2.1165E+5,1.5424E+5,1.5238E+5,1.8707E+5,1.3775E+5,1.1440E+5,7.9998E+4,5.9700E+4,7.8777E+4,7.7649E+3,1.0391E+4,#N/A,2.1571E+3,1.1478E+4,9.4431E+3,5.4997E+3,7.1894E+3,3.9880E+3,#N/A,#N/A,2.8417E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q02817|MUC2_HUMAN,Mucin-2 OS=Homo sapiens OX=9606 GN=MUC2 PE=1 SV=3,MUC2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.6770E+3,#N/A,1.0958E+4,#N/A,1.4092E+4,#N/A,2.1260E+4,#N/A,#N/A,#N/A,2.1542E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.2662E+4,2.8371E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6228E+4,#N/A,#N/A,#N/A,3.7781E+4,#N/A,#N/A
sp|Q11206|SIA4C_HUMAN,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 OS=Homo sapiens OX=9606 GN=ST3GAL4 PE=1 SV=1",ST3GAL4,3.0830E+4,2.9563E+4,1.7120E+4,2.4357E+4,1.9025E+4,2.3103E+4,#N/A,1.9550E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q15070|OXA1L_HUMAN,Mitochondrial inner membrane protein OXA1L OS=Homo sapiens OX=9606 GN=OXA1L PE=1 SV=4,OXA1L,5.0645E+3,#N/A,9.9047E+3,#N/A,#N/A,5.7742E+3,#N/A,9.4434E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q5JUQ0|FA78A_HUMAN,Protein FAM78A OS=Homo sapiens OX=9606 GN=FAM78A PE=1 SV=1,FAM78A,1.2574E+4,1.6302E+4,1.0425E+4,1.2350E+4,1.2404E+4,7.1243E+3,#N/A,#N/A,7.7983E+3,1.0870E+4,4.8869E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q6UN15|FIP1_HUMAN,Pre-mRNA 3'-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1,FIP1L1,1.0911E+4,1.4886E+4,4.5793E+3,3.9164E+3,3.9973E+3,7.2322E+3,4.4701E+3,6.6556E+3,3.9545E+3,3.5274E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.5786E+4,1.6838E+4,#N/A,4.6306E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.9195E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8NBI5|S43A3_HUMAN,Equilibrative nucleobase transporter 1 OS=Homo sapiens OX=9606 GN=SLC43A3 PE=1 SV=2,SLC43A3,1.3117E+5,1.0576E+5,9.2314E+4,8.3885E+4,6.2317E+4,5.6455E+4,9.1181E+4,4.6836E+4,4.1242E+4,3.5429E+4,3.2719E+4,3.1998E+4,9.4412E+3,#N/A,9.9537E+3,8.7642E+3,#N/A,4.5051E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q92558|WASF1_HUMAN,Actin-binding protein WASF1 OS=Homo sapiens OX=9606 GN=WASF1 PE=1 SV=1,WASF1,5.9758E+4,4.5161E+4,4.6457E+4,2.3311E+4,2.7400E+4,3.8442E+4,1.4510E+4,8.6570E+3,6.7797E+3,1.7709E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96CN9|GCC1_HUMAN,GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GCC1 PE=1 SV=1,GCC1,2.8014E+4,1.9020E+4,2.2127E+4,1.4136E+4,9.1714E+3,1.7636E+4,2.5853E+4,1.1857E+4,4.6108E+3,9.0491E+3,3.7210E+3,6.8348E+3,#N/A,#N/A,#N/A,#N/A,2.0806E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96IZ0|PAWR_HUMAN,PRKC apoptosis WT1 regulator protein OS=Homo sapiens OX=9606 GN=PAWR PE=1 SV=1,PAWR,2.9746E+5,1.8241E+5,2.3963E+5,3.8093E+5,4.0301E+5,2.0495E+5,2.2827E+5,8.3304E+4,1.6289E+5,3.1752E+5,4.0389E+4,2.6871E+4,#N/A,2.6042E+3,1.9835E+3,#N/A,4.6263E+3,1.0124E+5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q99747|SNAG_HUMAN,Gamma-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPG PE=1 SV=1,NAPG,6.2348E+5,5.6982E+5,6.6992E+5,5.9519E+5,4.1631E+5,3.8853E+5,4.0624E+5,3.3265E+5,3.8819E+5,2.6641E+5,2.2163E+5,2.4579E+5,6.8172E+4,2.9690E+4,3.8280E+4,2.1915E+4,8.0984E+3,1.0113E+4,2.2807E+4,1.1694E+4,2.9876E+3,4.8434E+3,3.0467E+3,2.0994E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9BTE1|DCTN5_HUMAN,Dynactin subunit 5 OS=Homo sapiens OX=9606 GN=DCTN5 PE=1 SV=1,DCTN5,5.8093E+4,4.3952E+4,5.6112E+4,4.4531E+4,3.3498E+4,2.2323E+4,2.8353E+4,3.3034E+4,2.5290E+4,2.2217E+4,1.7708E+4,1.6693E+4,1.2115E+4,7.2938E+3,9.7865E+3,5.6359E+3,7.9113E+3,8.9753E+3,3.4025E+3,6.7525E+3,3.5419E+3,5.1052E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.4608E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9H2I8|LRMDA_HUMAN,Leucine-rich melanocyte differentiation-associated protein OS=Homo sapiens OX=9606 GN=LRMDA PE=1 SV=1,LRMDA,4.6230E+4,4.5035E+4,5.6205E+4,5.2576E+4,3.4907E+4,3.0807E+4,4.0680E+4,2.1498E+4,3.1796E+4,2.1162E+4,1.7515E+4,1.7589E+4,#N/A,#N/A,2.0488E+3,#N/A,4.4727E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9NP80|PLPL8_HUMAN,Calcium-independent phospholipase A2-gamma OS=Homo sapiens OX=9606 GN=PNPLA8 PE=1 SV=1,PNPLA8,1.7544E+5,1.4683E+5,1.2596E+5,1.2549E+5,1.0371E+5,9.5812E+4,7.5383E+4,5.6670E+4,7.5744E+4,2.8431E+4,2.9084E+4,3.2574E+4,#N/A,1.1230E+4,#N/A,#N/A,#N/A,8.7021E+3,#N/A,1.1035E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9P2W9|STX18_HUMAN,Syntaxin-18 OS=Homo sapiens OX=9606 GN=STX18 PE=1 SV=1,STX18,7.2592E+4,6.9028E+4,6.5644E+4,6.4191E+4,5.9012E+4,5.6668E+4,6.2927E+4,5.1926E+4,3.1438E+4,6.7290E+3,2.9984E+4,1.4421E+4,2.2372E+4,#N/A,6.8164E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9Y243|AKT3_HUMAN,RAC-gamma serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=AKT3 PE=1 SV=1,AKT3,2.5310E+4,2.6013E+4,6.9461E+4,3.4090E+4,2.0880E+4,1.3945E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|A0AVT1|UBA6_HUMAN,Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1,UBA6,6.4004E+5,5.5449E+5,5.7529E+5,5.1727E+5,4.4452E+5,4.5475E+5,4.1429E+5,3.0223E+5,3.2427E+5,1.7782E+5,1.8326E+5,2.0764E+5,5.3473E+4,2.9132E+4,9.6837E+3,3.8740E+3,#N/A,#N/A,#N/A,#N/A,#N/A,4.8538E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O00151|PDLI1_HUMAN,PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4,PDLIM1,4.0848E+7,3.5395E+7,3.4661E+7,3.3127E+7,2.8281E+7,2.6049E+7,2.5860E+7,2.1078E+7,1.9351E+7,1.4802E+7,1.2945E+7,1.2595E+7,6.0989E+6,4.4215E+6,4.0529E+6,4.6066E+6,4.6075E+6,3.8169E+6,2.7278E+6,3.6340E+6,2.2536E+6,2.1047E+6,1.7872E+6,1.3653E+6,9.4620E+5,6.2089E+5,5.0564E+5,4.0658E+5,3.9151E+5,2.9010E+5,8.2460E+5,8.2646E+5,1.2647E+5,7.3116E+5,4.1700E+5,2.7827E+5,5.0836E+5,5.9012E+3,5.8064E+3,#N/A,#N/A,#N/A
