Protein,Protein Description,Protein Gene,Actis_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area
sp|Q99541|PLIN2_HUMAN,Perilipin-2 OS=Homo sapiens OX=9606 GN=PLIN2 PE=1 SV=2,PLIN2,3.0692E+4,5.2372E+4,5.0920E+4,5.5262E+4,7.4192E+4,7.0461E+4,5.5178E+4,8.9938E+4,1.0412E+5,2.2352E+4,5.9605E+4,2.5103E+4,5.1744E+4,1.0827E+5,6.4680E+4,1.8139E+4,4.8495E+4,3.9827E+4
sp|Q99747|SNAG_HUMAN,Gamma-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPG PE=1 SV=1,NAPG,1.5217E+6,1.5199E+6,1.3906E+6,1.4802E+6,1.4048E+6,1.3732E+6,1.3900E+6,1.2766E+6,1.2721E+6,1.3015E+6,1.5903E+6,1.5851E+6,1.4933E+6,1.5066E+6,1.5165E+6,1.4888E+6,1.3459E+6,1.2995E+6
sp|Q9BVV2|FND11_HUMAN,Fibronectin type III domain-containing protein 11 OS=Homo sapiens OX=9606 GN=FNDC11 PE=1 SV=1,FNDC11,#N/A,5.8396E+3,#N/A,#N/A,#N/A,#N/A,#N/A,8.9710E+3,1.1108E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2592E+4,1.0153E+4
sp|Q9C0B5|ZDHC5_HUMAN,Palmitoyltransferase ZDHHC5 OS=Homo sapiens OX=9606 GN=ZDHHC5 PE=1 SV=2,ZDHHC5,8.1792E+5,7.2086E+5,7.4973E+5,8.1522E+5,6.5867E+5,7.5143E+5,9.3108E+5,8.7749E+5,8.0009E+5,6.9632E+5,7.0985E+5,8.1269E+5,7.2097E+5,7.3239E+5,7.1801E+5,8.6288E+5,8.1051E+5,9.0199E+5
sp|Q9GZZ1|NAA50_HUMAN,N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1,NAA50,3.9100E+6,3.9730E+6,3.9986E+6,3.4597E+6,3.6518E+6,3.7118E+6,3.1846E+6,3.2457E+6,3.2599E+6,3.6640E+6,3.9477E+6,3.7938E+6,3.6104E+6,3.7474E+6,3.7310E+6,3.1147E+6,3.1598E+6,3.3397E+6
sp|Q9NQG1|MANBL_HUMAN,Protein MANBAL OS=Homo sapiens OX=9606 GN=MANBAL PE=1 SV=1,MANBAL,5.8343E+4,5.9225E+4,5.7625E+4,5.0474E+4,5.3915E+4,5.2463E+4,3.3370E+4,4.3108E+4,4.3855E+4,4.0805E+4,6.4820E+4,4.3682E+4,5.6232E+4,5.5170E+4,5.6543E+4,5.5407E+4,4.1496E+4,5.2762E+4
sp|Q9NUU6|OTULL_HUMAN,Inactive ubiquitin thioesterase OTULINL OS=Homo sapiens OX=9606 GN=OTULINL PE=1 SV=1,OTULINL,4.9391E+5,5.4286E+5,4.7656E+5,3.6909E+5,3.9961E+5,4.9153E+5,4.2437E+5,4.2713E+5,3.9356E+5,3.3450E+5,3.9965E+5,4.4179E+5,2.6789E+5,5.5277E+5,3.7403E+5,4.1141E+5,4.4583E+5,5.1542E+5
sp|Q9NUY8|TBC23_HUMAN,TBC1 domain family member 23 OS=Homo sapiens OX=9606 GN=TBC1D23 PE=1 SV=3,TBC1D23,3.9560E+5,4.0087E+5,4.0469E+5,4.0824E+5,4.9318E+5,4.5419E+5,4.7067E+5,3.5884E+5,4.7447E+5,3.5683E+5,3.8275E+5,3.6349E+5,4.4328E+5,4.7596E+5,4.5272E+5,2.9681E+5,3.6317E+5,3.8590E+5
sp|Q9NWS0|PIHD1_HUMAN,PIH1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PIH1D1 PE=1 SV=1,PIH1D1,7.1555E+5,7.9515E+5,7.1001E+5,5.9642E+5,6.2514E+5,6.3602E+5,7.4114E+5,7.4747E+5,7.2205E+5,6.6575E+5,7.5212E+5,6.6003E+5,6.2412E+5,6.4916E+5,7.2701E+5,6.4253E+5,7.6035E+5,7.8516E+5
sp|Q9UBW7|ZMYM2_HUMAN,Zinc finger MYM-type protein 2 OS=Homo sapiens OX=9606 GN=ZMYM2 PE=1 SV=1,ZMYM2,7.9759E+5,7.5638E+5,8.3346E+5,9.7252E+5,8.7478E+5,7.6962E+5,1.0225E+6,9.1093E+5,8.6342E+5,7.0594E+5,6.7478E+5,6.9408E+5,7.7494E+5,9.2167E+5,8.4721E+5,6.5311E+5,7.6312E+5,7.8671E+5
sp|Q9UBW8|CSN7A_HUMAN,COP9 signalosome complex subunit 7a OS=Homo sapiens OX=9606 GN=COPS7A PE=1 SV=1,COPS7A,1.6199E+6,1.5933E+6,1.6520E+6,1.5375E+6,1.4918E+6,1.5533E+6,1.3880E+6,1.3527E+6,1.4126E+6,1.6650E+6,1.5919E+6,1.4669E+6,1.5336E+6,1.5539E+6,1.5990E+6,1.5205E+6,1.4409E+6,1.5066E+6
sp|Q9UPM9|B9D1_HUMAN,B9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=B9D1 PE=1 SV=1,B9D1,6.5275E+4,1.1586E+5,1.2003E+5,4.7323E+4,5.5684E+4,4.6651E+4,8.3494E+4,4.9445E+4,7.2391E+4,2.7395E+4,4.9763E+4,5.1371E+4,5.6468E+4,1.0704E+5,8.0837E+4,2.2827E+4,2.2977E+4,9.1175E+4
sp|Q9UPZ3|HPS5_HUMAN,BLOC-2 complex member HPS5 OS=Homo sapiens OX=9606 GN=HPS5 PE=1 SV=2,HPS5,6.6085E+5,9.9460E+5,7.5569E+5,6.3800E+5,8.1591E+5,7.8107E+5,8.5339E+5,7.9636E+5,7.3783E+5,7.5056E+5,7.0431E+5,7.8688E+5,8.0732E+5,9.9533E+5,9.1323E+5,5.7778E+5,7.0626E+5,6.7309E+5
sp|Q9Y242|TCF19_HUMAN,Transcription factor 19 OS=Homo sapiens OX=9606 GN=TCF19 PE=1 SV=2,TCF19,7.0479E+4,8.3415E+4,6.5222E+4,4.9268E+4,5.7071E+4,1.1410E+5,4.7757E+4,1.6830E+5,1.0939E+5,7.0565E+4,5.1370E+4,6.4955E+4,5.6950E+4,4.3010E+4,5.6648E+4,3.9436E+4,3.3638E+4,9.6086E+4
sp|Q9Y6M0|TEST_HUMAN,Testisin OS=Homo sapiens OX=9606 GN=PRSS21 PE=1 SV=1,PRSS21,1.6592E+6,1.4925E+6,1.6067E+6,1.5151E+6,1.2961E+6,1.4238E+6,1.5940E+6,1.5448E+6,1.5065E+6,1.6230E+6,1.5701E+6,1.5250E+6,1.3830E+6,1.4389E+6,1.4389E+6,1.4525E+6,1.3939E+6,1.4535E+6
sp|O00221|IKBE_HUMAN,NF-kappa-B inhibitor epsilon OS=Homo sapiens OX=9606 GN=NFKBIE PE=1 SV=3,NFKBIE,9.8530E+5,3.2315E+5,2.7275E+5,3.4416E+5,3.6974E+5,3.8820E+5,2.9604E+5,3.8043E+5,6.1988E+5,2.9220E+5,1.6129E+6,5.1090E+5,2.0284E+5,1.4070E+5,1.6940E+5,2.0717E+5,1.0966E+6,1.1764E+5
sp|O00762|UBE2C_HUMAN,Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens OX=9606 GN=UBE2C PE=1 SV=1,UBE2C,1.2974E+6,1.4871E+6,1.3768E+6,1.2378E+6,1.5753E+6,1.3749E+6,1.1079E+6,1.2409E+6,1.2025E+6,1.2416E+6,1.2790E+6,1.4607E+6,1.5909E+6,1.6540E+6,1.5110E+6,1.0908E+6,1.3575E+6,1.1528E+6
sp|O15078|CE290_HUMAN,Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=2,CEP290,2.3751E+5,2.6793E+5,1.5289E+5,1.6048E+5,2.2179E+5,2.5002E+5,2.1303E+5,1.2410E+5,1.7490E+5,2.0670E+5,1.2958E+5,2.1231E+5,1.5317E+5,2.2874E+5,1.6747E+5,1.4258E+5,2.4549E+5,1.2599E+5
sp|O15439|MRP4_HUMAN,ATP-binding cassette sub-family C member 4 OS=Homo sapiens OX=9606 GN=ABCC4 PE=1 SV=3,ABCC4,8.8133E+5,9.3510E+5,8.6361E+5,8.8404E+5,9.2755E+5,7.3853E+5,1.3457E+6,1.0159E+6,9.3726E+5,6.6173E+5,6.6753E+5,7.2339E+5,7.5807E+5,8.0474E+5,7.8006E+5,5.9307E+5,7.2929E+5,6.5870E+5
sp|O43353|RIPK2_HUMAN,Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=RIPK2 PE=1 SV=2,RIPK2,4.8591E+5,4.7416E+5,5.7953E+5,4.3917E+5,5.0663E+5,5.1903E+5,4.8882E+5,5.4332E+5,5.7960E+5,4.5600E+5,4.4545E+5,4.3753E+5,5.6262E+5,5.6316E+5,4.1244E+5,4.1373E+5,4.6591E+5,3.6830E+5
sp|O43823|AKAP8_HUMAN,A-kinase anchor protein 8 OS=Homo sapiens OX=9606 GN=AKAP8 PE=1 SV=1,AKAP8,1.8908E+6,1.8448E+6,1.7717E+6,1.4189E+6,1.4639E+6,1.5236E+6,1.6034E+6,1.4824E+6,1.4822E+6,1.6803E+6,1.5742E+6,1.8132E+6,1.4785E+6,1.5682E+6,1.4827E+6,1.5908E+6,1.5294E+6,1.5327E+6
sp|O94979|SC31A_HUMAN,Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3,SEC31A,6.5735E+6,5.9827E+6,6.6731E+6,5.9765E+6,6.9606E+6,5.7499E+6,5.7518E+6,5.7493E+6,5.0908E+6,6.5353E+6,5.9391E+6,5.6801E+6,6.2364E+6,5.6275E+6,5.2747E+6,4.8060E+6,6.2680E+6,5.4607E+6
sp|O95214|LERL1_HUMAN,Leptin receptor overlapping transcript-like 1 OS=Homo sapiens OX=9606 GN=LEPROTL1 PE=1 SV=2,LEPROTL1,4.9198E+4,5.8863E+4,4.8812E+4,6.1281E+4,5.0435E+4,5.3556E+4,4.8748E+4,3.5124E+4,5.2478E+4,2.9459E+4,2.5977E+4,2.8147E+4,4.1123E+4,6.7097E+4,5.6030E+4,3.0768E+4,2.8870E+4,3.4276E+4
sp|P17931|LEG3_HUMAN,Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5,LGALS3,1.8099E+7,1.8981E+7,1.9047E+7,1.5697E+7,1.5653E+7,1.5103E+7,1.4833E+7,1.4406E+7,1.5070E+7,1.7450E+7,1.7540E+7,1.8296E+7,1.5248E+7,1.5516E+7,1.5969E+7,1.4072E+7,1.6107E+7,1.4272E+7
sp|P19387|RPB3_HUMAN,DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens OX=9606 GN=POLR2C PE=1 SV=2,POLR2C,9.2529E+5,1.0502E+6,1.0322E+6,8.3340E+5,1.0800E+6,1.0014E+6,9.4730E+5,1.0313E+6,1.0146E+6,9.4380E+5,1.0082E+6,1.1213E+6,1.0788E+6,1.1749E+6,1.1060E+6,8.3118E+5,9.4425E+5,1.0499E+6
sp|P22670|RFX1_HUMAN,MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2,RFX1,3.8355E+6,3.6359E+6,3.5338E+6,3.0008E+6,3.1105E+6,3.1325E+6,2.7877E+6,3.2419E+6,3.0663E+6,3.5984E+6,3.3698E+6,3.6238E+6,2.2837E+6,3.8337E+6,2.5331E+6,2.5193E+6,2.9931E+6,2.8852E+6
sp|P26572|MGAT1_HUMAN,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Homo sapiens OX=9606 GN=MGAT1 PE=1 SV=2",MGAT1,5.7844E+5,4.9280E+5,3.7910E+5,3.1053E+5,4.3838E+5,4.5148E+5,3.3122E+5,3.3459E+5,3.7920E+5,3.1544E+5,4.8418E+5,2.8272E+5,3.9372E+5,4.8557E+5,4.2017E+5,3.0083E+5,5.6667E+5,5.4298E+5
sp|P51790|CLCN3_HUMAN,H(+)/Cl(-) exchange transporter 3 OS=Homo sapiens OX=9606 GN=CLCN3 PE=1 SV=2,CLCN3,2.6508E+5,2.8378E+5,2.9452E+5,3.2500E+5,2.9660E+5,3.6603E+5,2.4705E+5,2.6021E+5,2.8997E+5,2.5916E+5,2.7649E+5,2.5938E+5,2.4483E+5,2.1106E+5,2.6853E+5,2.8488E+5,2.2904E+5,2.7658E+5
sp|P62241|RS8_HUMAN,40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,RPS8,4.7535E+7,4.6573E+7,4.6596E+7,4.1742E+7,4.1707E+7,4.2856E+7,3.8188E+7,4.0108E+7,3.9343E+7,4.2629E+7,4.3805E+7,4.7587E+7,4.0787E+7,4.1672E+7,4.3289E+7,3.7023E+7,3.9977E+7,3.8560E+7
sp|P98175|RBM10_HUMAN,RNA-binding protein 10 OS=Homo sapiens OX=9606 GN=RBM10 PE=1 SV=3,RBM10,5.9441E+6,5.7220E+6,5.6261E+6,5.8753E+6,5.4011E+6,5.5779E+6,5.0242E+6,4.8061E+6,4.8197E+6,5.3506E+6,5.7997E+6,5.5911E+6,5.9379E+6,5.3946E+6,6.1866E+6,5.1486E+6,4.8353E+6,5.0527E+6
sp|Q03188|CENPC_HUMAN,Centromere protein C OS=Homo sapiens OX=9606 GN=CENPC PE=1 SV=2,CENPC,1.2393E+6,1.1996E+6,1.2391E+6,9.6091E+5,8.4197E+5,9.9300E+5,6.9043E+5,7.3825E+5,6.5674E+5,1.0705E+6,1.0958E+6,1.3119E+6,6.6453E+5,7.6794E+5,7.4806E+5,5.7267E+5,7.4117E+5,7.6002E+5
sp|Q12974|TP4A2_HUMAN,Protein tyrosine phosphatase type IVA 2 OS=Homo sapiens OX=9606 GN=PTP4A2 PE=1 SV=1,PTP4A2,1.2123E+6,1.0811E+6,1.0637E+6,1.0348E+6,9.9017E+5,1.0324E+6,8.6472E+5,8.5158E+5,9.7237E+5,1.2651E+6,1.1222E+6,1.0245E+6,1.0802E+6,1.0321E+6,1.0549E+6,9.8317E+5,1.0471E+6,1.0429E+6
sp|Q13488|VPP3_HUMAN,V-type proton ATPase 116 kDa subunit a 3 OS=Homo sapiens OX=9606 GN=TCIRG1 PE=1 SV=3,TCIRG1,5.8076E+5,7.0722E+5,6.2919E+5,6.7049E+5,6.8184E+5,6.8752E+5,6.1808E+5,5.6386E+5,6.2189E+5,5.3233E+5,5.8504E+5,5.7910E+5,5.4201E+5,6.5681E+5,6.1283E+5,5.3765E+5,7.7399E+5,5.7750E+5
sp|Q13596|SNX1_HUMAN,Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3,SNX1,3.8572E+6,4.0509E+6,3.7814E+6,3.5480E+6,3.3557E+6,3.5068E+6,3.4285E+6,3.2939E+6,3.4594E+6,3.4746E+6,3.4437E+6,3.9106E+6,3.2784E+6,3.6888E+6,3.6234E+6,3.5160E+6,3.7018E+6,3.7452E+6
sp|Q15051|IQCB1_HUMAN,IQ calmodulin-binding motif-containing protein 1 OS=Homo sapiens OX=9606 GN=IQCB1 PE=1 SV=1,IQCB1,9.2655E+4,9.8155E+4,6.5073E+4,6.7081E+4,4.8099E+4,7.3953E+4,4.9790E+4,1.1439E+5,9.1154E+4,9.4351E+4,4.6363E+4,1.0259E+5,7.5969E+4,1.1117E+5,6.1142E+4,9.6436E+4,6.1611E+4,1.0788E+5
sp|Q15811|ITSN1_HUMAN,Intersectin-1 OS=Homo sapiens OX=9606 GN=ITSN1 PE=1 SV=3,ITSN1,1.5639E+6,1.6303E+6,1.6532E+6,1.5692E+6,1.6239E+6,1.6142E+6,1.5513E+6,1.4927E+6,1.5270E+6,1.3819E+6,1.5095E+6,1.6324E+6,1.2529E+6,1.5059E+6,1.5501E+6,1.4085E+6,1.6088E+6,1.4278E+6
sp|Q3ZCT1|ZN260_HUMAN,Zinc finger protein 260 OS=Homo sapiens OX=9606 GN=ZNF260 PE=1 SV=3,ZNF260,8.1619E+4,1.0557E+5,4.1675E+4,1.4828E+5,8.0127E+4,9.3615E+4,6.8838E+4,3.3851E+4,1.2596E+5,6.7195E+4,6.6056E+4,1.0890E+5,5.2124E+4,8.4714E+4,6.8105E+4,9.3406E+4,6.3254E+4,9.3371E+4
sp|Q53T94|TAF1B_HUMAN,TATA box-binding protein-associated factor RNA polymerase I subunit B OS=Homo sapiens OX=9606 GN=TAF1B PE=1 SV=1,TAF1B,1.3180E+5,1.2096E+5,1.0259E+5,9.9104E+4,1.4659E+5,1.1789E+5,1.5261E+5,1.0433E+5,1.1490E+5,4.0412E+4,6.7554E+4,6.6556E+4,6.2024E+4,8.7074E+4,1.0105E+5,7.8336E+4,7.0675E+4,1.1660E+5
sp|Q68BL7|OLM2A_HUMAN,Olfactomedin-like protein 2A OS=Homo sapiens OX=9606 GN=OLFML2A PE=2 SV=1,OLFML2A,3.2853E+4,8.4364E+4,6.2469E+4,2.2802E+4,3.0851E+4,2.3019E+4,3.2881E+4,8.4749E+3,2.4236E+4,4.5922E+4,3.2956E+4,3.9381E+4,3.1089E+4,2.8788E+4,3.8864E+4,1.5323E+4,3.7405E+4,1.8811E+4
sp|Q6UX98|ZDH24_HUMAN,Probable palmitoyltransferase ZDHHC24 OS=Homo sapiens OX=9606 GN=ZDHHC24 PE=1 SV=1,ZDHHC24,5.9131E+3,1.8075E+4,2.2486E+4,1.6483E+4,2.3596E+4,2.4768E+4,1.7559E+4,2.0873E+4,2.5114E+4,6.6011E+3,9.6846E+3,1.2888E+4,1.1042E+4,1.5759E+4,7.0908E+3,#N/A,2.0138E+4,1.7945E+4
sp|Q86XN7|PRSR1_HUMAN,Proline and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=PROSER1 PE=1 SV=2,PROSER1,8.9062E+4,1.3873E+5,2.2107E+5,1.1383E+5,1.1479E+5,1.0921E+5,9.6432E+4,1.2154E+5,1.0409E+5,6.6024E+4,1.0178E+5,1.0258E+5,1.2297E+5,1.3004E+5,1.2113E+5,8.4557E+4,1.8560E+5,6.9516E+4
sp|Q8IX03|KIBRA_HUMAN,Protein KIBRA OS=Homo sapiens OX=9606 GN=WWC1 PE=1 SV=1,WWC1,4.3113E+5,3.5308E+5,4.7286E+5,4.0526E+5,4.5966E+5,6.1651E+5,5.0053E+5,5.7582E+5,5.1916E+5,3.7154E+5,2.8899E+5,4.1362E+5,3.4382E+5,4.2304E+5,4.3904E+5,1.8663E+5,4.0166E+5,3.6984E+5
sp|Q8IZ52|CHSS2_HUMAN,Chondroitin sulfate synthase 2 OS=Homo sapiens OX=9606 GN=CHPF PE=1 SV=2,CHPF,1.8599E+5,2.7855E+5,2.4008E+5,2.4554E+5,2.0799E+5,2.9858E+5,2.4981E+5,2.1379E+5,2.7263E+5,2.1665E+5,1.7560E+5,2.1492E+5,1.4679E+5,2.2167E+5,1.7763E+5,2.0491E+5,2.9199E+5,2.4036E+5
sp|Q8N5I4|DHRSX_HUMAN,Dehydrogenase/reductase SDR family member on chromosome X OS=Homo sapiens OX=9606 GN=DHRSX PE=1 SV=2,DHRSX,2.1691E+5,2.2644E+5,2.5073E+5,2.2641E+5,2.3091E+5,2.3862E+5,2.2225E+5,2.5242E+5,1.8380E+5,1.9114E+5,1.6146E+5,2.3845E+5,1.4029E+5,2.5967E+5,2.3455E+5,1.5456E+5,1.9589E+5,2.1916E+5
sp|Q8N9Z2|CC71L_HUMAN,Coiled-coil domain-containing protein 71L OS=Homo sapiens OX=9606 GN=CCDC71L PE=1 SV=2,CCDC71L,1.7485E+5,1.2629E+5,1.7038E+5,2.4833E+5,1.7361E+5,1.6733E+5,1.7281E+5,1.6044E+5,1.6531E+5,1.8568E+5,1.4649E+5,1.7108E+5,1.4535E+5,1.2704E+5,1.4360E+5,8.6037E+4,1.4470E+5,1.4028E+5
sp|Q8TD31|CCHCR_HUMAN,Coiled-coil alpha-helical rod protein 1 OS=Homo sapiens OX=9606 GN=CCHCR1 PE=1 SV=2,CCHCR1,1.1930E+4,8.1383E+3,2.7535E+3,1.3546E+4,2.4146E+4,2.6532E+4,1.7761E+4,2.3901E+4,1.9665E+4,#N/A,4.9061E+3,7.2660E+3,2.0853E+4,5.3687E+3,1.4247E+4,2.9399E+4,1.2019E+4,1.9587E+4
sp|Q8TDR2|STK35_HUMAN,Serine/threonine-protein kinase 35 OS=Homo sapiens OX=9606 GN=STK35 PE=1 SV=2,STK35,2.3420E+4,6.1425E+4,5.9936E+4,5.4558E+4,1.0118E+5,1.3119E+5,6.9482E+4,8.0678E+4,9.3110E+4,3.0309E+4,5.1860E+4,4.2917E+4,1.0769E+5,6.5254E+4,3.3032E+4,6.1283E+3,8.8474E+4,5.6859E+4
sp|Q8TED9|AF1L1_HUMAN,Actin filament-associated protein 1-like 1 OS=Homo sapiens OX=9606 GN=AFAP1L1 PE=1 SV=2,AFAP1L1,7.3481E+4,7.1973E+4,8.1257E+4,6.5754E+4,7.4825E+4,6.5248E+4,6.6988E+4,5.8236E+4,6.0293E+4,8.2153E+4,9.4783E+4,5.4671E+4,7.3180E+4,6.6905E+4,1.0270E+5,7.1490E+4,9.3680E+4,7.6263E+4
sp|Q92609|TBCD5_HUMAN,TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1,TBC1D5,4.3825E+5,4.9033E+5,4.0822E+5,5.1191E+5,4.3989E+5,4.2532E+5,4.3531E+5,4.9323E+5,4.5040E+5,3.8654E+5,3.8913E+5,4.3766E+5,4.5258E+5,4.7930E+5,4.6046E+5,3.4593E+5,4.3030E+5,4.1144E+5
sp|Q92681|RSCA1_HUMAN,Regulatory solute carrier protein family 1 member 1 OS=Homo sapiens OX=9606 GN=RSC1A1 PE=1 SV=1,RSC1A1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2733E+4,#N/A,#N/A,1.0571E+4,#N/A,#N/A,#N/A
sp|Q93008|USP9X_HUMAN,Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens OX=9606 GN=USP9X PE=1 SV=4,USP9X,8.5052E+6,8.9382E+6,8.7218E+6,7.6500E+6,7.9694E+6,8.1187E+6,7.7497E+6,7.9190E+6,7.9490E+6,8.1143E+6,8.0687E+6,8.8062E+6,7.6681E+6,7.9910E+6,8.2365E+6,7.5745E+6,7.9578E+6,7.8887E+6
sp|Q96AQ6|PBIP1_HUMAN,Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens OX=9606 GN=PBXIP1 PE=1 SV=1,PBXIP1,1.6587E+6,1.5637E+6,1.5638E+6,1.4949E+6,1.3920E+6,1.4986E+6,1.4345E+6,1.3744E+6,1.3558E+6,1.7032E+6,1.5921E+6,1.6891E+6,1.4248E+6,1.4263E+6,1.4257E+6,1.2181E+6,1.3417E+6,1.4323E+6
sp|Q96H35|RBM18_HUMAN,Probable RNA-binding protein 18 OS=Homo sapiens OX=9606 GN=RBM18 PE=2 SV=1,RBM18,1.0485E+5,1.2168E+5,1.1553E+5,2.1093E+5,1.4936E+5,1.6966E+5,1.1779E+5,1.3813E+5,1.2978E+5,1.0801E+5,1.1286E+5,1.2503E+5,1.4934E+5,2.0170E+5,2.1984E+5,1.1788E+5,1.1227E+5,1.2348E+5
sp|Q96I34|PP16A_HUMAN,Protein phosphatase 1 regulatory subunit 16A OS=Homo sapiens OX=9606 GN=PPP1R16A PE=1 SV=1,PPP1R16A,2.2075E+4,1.0211E+4,1.7656E+4,1.5334E+4,1.4666E+4,1.6169E+4,3.6761E+3,2.0524E+4,1.4463E+4,2.6688E+4,7.2291E+3,1.6282E+4,#N/A,#N/A,1.7991E+4,1.4190E+4,2.6962E+3,2.0424E+4
sp|Q96PB1|CASD1_HUMAN,N-acetylneuraminate 9-O-acetyltransferase OS=Homo sapiens OX=9606 GN=CASD1 PE=1 SV=1,CASD1,3.5256E+3,#N/A,#N/A,#N/A,4.6420E+3,3.1113E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.1696E+3
sp|Q9BUK0|CHCH7_HUMAN,Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 OS=Homo sapiens OX=9606 GN=CHCHD7 PE=1 SV=1,CHCHD7,3.4986E+5,3.1962E+5,3.6038E+5,2.8073E+5,2.2433E+5,2.7061E+5,2.4988E+5,2.6030E+5,2.4126E+5,4.5076E+5,3.3990E+5,4.5769E+5,1.8749E+5,3.3663E+5,4.0345E+5,1.9856E+5,4.6241E+5,3.3896E+5
sp|Q9HBL7|PLRKT_HUMAN,Plasminogen receptor (KT) OS=Homo sapiens OX=9606 GN=PLGRKT PE=1 SV=1,PLGRKT,3.7465E+5,5.7519E+5,4.8120E+5,4.4613E+5,5.6529E+5,4.7653E+5,4.2403E+5,4.6529E+5,4.5491E+5,6.5989E+5,3.8150E+5,4.8809E+5,5.5335E+5,5.3209E+5,5.2211E+5,4.6814E+5,5.1503E+5,5.0732E+5
sp|Q9HCN4|GPN1_HUMAN,GPN-loop GTPase 1 OS=Homo sapiens OX=9606 GN=GPN1 PE=1 SV=1,GPN1,4.7306E+5,5.0097E+5,5.3019E+5,6.0235E+5,5.7917E+5,5.9422E+5,5.1511E+5,4.6179E+5,5.1125E+5,4.3636E+5,4.8820E+5,5.2949E+5,5.3006E+5,5.3073E+5,6.0902E+5,4.9127E+5,4.7203E+5,4.9487E+5
sp|Q9UBD5|ORC3_HUMAN,Origin recognition complex subunit 3 OS=Homo sapiens OX=9606 GN=ORC3 PE=1 SV=1,ORC3,1.1116E+6,1.0715E+6,1.1130E+6,9.7627E+5,9.1824E+5,1.0485E+6,1.0107E+6,1.0793E+6,9.9157E+5,1.0667E+6,1.1831E+6,1.0450E+6,9.2837E+5,1.0516E+6,1.0476E+6,1.0250E+6,1.1132E+6,8.9956E+5
